permit_number,streetname,Cross Street 1,Cross Street 2,Permit Type,Agent,AgentPhone,Permit Purpose,Approved Date,Status,cnn,permit_zipcode,permit_start_date,permit_end_date,permit_address,24/7 Contact,Inspector,CurbRampWork,X,Y,Latitude,Longitude,Location
17IE-1097,TERRY A FRANCOIS BLVD,WARRIORS WAY,16TH ST,StrtImprov,"Mission Bay Development Group, LLC",415 355 6600,"Construct infrastructure fronting Blocks 33-34 within the Mission Bay project area.  Area includes Illinois St, 16th St, Terry A Franois Blvd, 3rd St, Mariposa St",01/22/2020,APPROVED,12532005,94158,12/26/2017,06/30/2020,,415 846 6343,,,6016495.66408,2107616.32489,37.7680386099116,-122.386215999231,POINT (-122.386215999231 37.7680386099116)
19EXC-06897,MASONIC AVE,ROOSEVELT WAY,,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,35004000,,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,6000151.25813,2106965.33157,37.7653329424626,-122.442702617903,POINT (-122.442702617903 37.7653329424626)
20EXC-01510,SACRAMENTO ST,STOCKTON ST \ STOCKTON TUNL,JOICE ST,Excavation,A. Ruiz Construction Co.,(415) 647-4010,2852J Muni Forward As Needed Contract CSO #6,04/21/2020,APPROVED,11233000,94108,04/24/2020,09/20/2020,,Victor Alvarez (415) 559-2938,,,6010347.23086,2116877.85168,37.7931263559907,-122.4081361211,POINT (-122.4081361211 37.7931263559907)
19MFF-00085,ORTEGA ST,18TH AVE,19TH AVE,FoodFac,Eva's Catering,415-828-1026,,07/17/2019,APPROVED,10006000,94122,07/17/2019,07/15/2020,,415-828-1026,,,5990491.38252,2102457.87618,37.7524012607043,-122.475784330934,POINT (-122.475784330934 37.7524012607043)
19IE-01070,AVALON AVE,PARIS ST,LISBON ST,StrtImprov,DeHaro Ramirez Group - Concrete Contractors,415-552-3504,"This permit is Phase 1, which will allow the developer to reconstruction sidewalk along Mission Street and Avalon street fronting the subject property.  Phase 1 is associated to the main Street Improvement permit application no. 16IE-1029 pending sidewalk legislation approval.",12/06/2019,APPROVED,2557000,94112,,06/15/2020,302 SILVER AVE,Refer to Agent,Jessica Salamy,,6003438.62872,2093459.1989,37.7284351036623,-122.43036866324,POINT (-122.43036866324 37.7284351036623)
19TC-00612,VALENCIA ST,16TH ST,17TH ST,TableChair,THE LITTLE CHIHUAHUA,415-205-7111,For 2 tables and 4 chairs in the sidewalk.,03/09/2020,APPROVED,13060000,94110,11/16/2019,11/15/2020,581 VALENCIA ST,Refer to Agent,,,6006252.26909,2106239.1087,37.7636848134857,-122.421549031471,POINT (-122.421549031471 37.7636848134857)
19MFF-00052,03RD ST,26TH ST,CESAR CHAVEZ ST,FoodFac,Anas Goodies Catering,650-278-0401,,01/22/2020,APPROVED,195201,94107,01/22/2020,07/15/2020,,Ana Goulart: 650-278-0401,,,6015948.48755,2101389.27059,37.7509101457527,-122.387674127678,POINT (-122.387674127678 37.7509101457527)
20TC-00003,SACRAMENTO ST,PRESIDIO AVE,WALNUT ST,TableChair,CAFE LUNA,(415) 346-7900,tables and chairs,01/06/2020,APPROVED,11265000,94118,01/16/2020,01/15/2021,3313 SACRAMENTO ST,Refer to Agent,Don Doan,,5999021.80841,2115255.9709,37.7880324568429,-122.447205831174,POINT (-122.447205831174 37.7880324568429)
20EXC-01814,SLOAT BLVD,VALE AVE,PALOS PL,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,11955202,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5987826.22936,2095956.97749,37.73439663429,-122.484523962197,POINT (-122.484523962197 37.73439663429)
20EXC-00508,COOK ST,END,GEARY BLVD,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,4363000,94118,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,5997503.08678,2113364.78576,37.7827528687218,-122.452323793059,POINT (-122.452323793059 37.7827528687218)
20EXC-01117,26TH AVE,TARAVAL ST,ULLOA ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,1487000,94116,05/01/2020,10/08/2021,,415 919 8065,,,5988287.01451,2098638.53806,37.7417863220929,-122.483127382867,POINT (-122.483127382867 37.7417863220929)
19EXC-06897,MCALLISTER ST,LYON ST,CENTRAL AVE,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,8907000,94115,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5999823.45901,2111243.50928,37.7770610459175,-122.444143836337,POINT (-122.444143836337 37.7770610459175)
19N-00645,STOCKTON ST,CLAY ST,WASHINGTON ST,NightNoise,Pacific Gas & Electric,408-645-8030,CENTRAL SUBWAY CHINATOWN PROJECT TO RELOCATE UG FACILITIES.,01/15/2020,ACTIVE,12205000,94108,01/27/2020,05/29/2020,,JESS BROWN 415-695-7576 & TRI TRAN 408-645-8030,,,6010399.29729,2117377.24285,37.7945004784728,-122.407991200832,POINT (-122.407991200832 37.7945004784728)
19EXC-06461,CALIFORNIA ST,TAYLOR ST,JONES ST,Excavation,Bay Area Lightworks,415-822-2336,"Walkfirst Pedestrian Countdown Signals No. 1, Contract No. 2823J",02/11/2020,APPROVED,3543000,94108,02/14/2020,11/29/2020,,"Bay Area Lightworks, Inc. 415-822-2336",Ben Wu,,6008848.08557,2116324.07485,37.7915217660659,-122.413284093396,POINT (-122.413284093396 37.7915217660659)
19MFF-00056,INNES AVE,ARELIOUS WALKER DR,GRIFFITH ST,FoodFac,Park's Catering,(408) 206-1105,,07/10/2019,APPROVED,7254000,94124,07/10/2019,07/15/2020,,Refer to Agent,,,6019520.99739,2094236.14907,37.7314663255311,-122.374824283784,POINT (-122.374824283784 37.7314663255311)
19MFF-00054,TERRY A FRANCOIS BLVD,MISSION BAY BLVD,MISSION BAY BLVD,FoodFac,Mike's Catering,415-531-1048,,07/10/2019,APPROVED,12532003,94158,07/10/2019,07/15/2020,,415-531-1048,,,6016435.2731,2108719.93399,37.7710655380212,-122.386501847175,POINT (-122.386501847175 37.7710655380212)
19MFF-00056,DAVIDSON AVE,RANKIN ST,SELBY ST,FoodFac,Park's Catering,(408) 206-1105,,07/10/2019,APPROVED,4615000,94124,07/10/2019,07/15/2020,,Refer to Agent,,,6014527.27009,2099710.41557,37.7462215373364,-122.392471453255,POINT (-122.392471453255 37.7462215373364)
19EXC-06897,CENTRAL AVE,PAGE ST,OAK ST,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,3862000,94117,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5999845.59462,2109336.69737,37.771826687772,-122.443930227216,POINT (-122.443930227216 37.771826687772)
19IE-01070,MISSION ST,TINGLEY ST,THERESA ST,StrtImprov,DeHaro Ramirez Group - Concrete Contractors,415-552-3504,"This permit is Phase 1, which will allow the developer to reconstruction sidewalk along Mission Street and Avalon street fronting the subject property.  Phase 1 is associated to the main Street Improvement permit application no. 16IE-1029 pending sidewalk legislation approval.",12/06/2019,APPROVED,9156000,94112,,06/15/2020,302 SILVER AVE,Refer to Agent,Jessica Salamy,,6003438.62872,2093459.1989,37.7284351036623,-122.43036866324,POINT (-122.43036866324 37.7284351036623)
20EXC-01814,MELBA AVE,OCEAN AVE,EUCALYPTUS DR,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,8944000,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5989606.48536,2094994.97352,37.7318587276605,-122.478298786445,POINT (-122.478298786445 37.7318587276605)
20EXC-00508,GEARY BLVD,ZAMPA LN,WEBSTER ST,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,6040104,94115,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6003822.86233,2113898.62808,37.7845786892256,-122.430498151369,POINT (-122.430498151369 37.7845786892256)
20EXC-01117,18TH AVE,WAWONA ST,,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,23157000,,05/01/2020,10/08/2021,,415 919 8065,,,5990825.23452,2097015.15025,37.737476294227,-122.474232714828,POINT (-122.474232714828 37.737476294227)
19N-00645,CLAY ST,HANGAH ST,STOCKTON ST,NightNoise,Pacific Gas & Electric,408-645-8030,CENTRAL SUBWAY CHINATOWN PROJECT TO RELOCATE UG FACILITIES.,01/15/2020,ACTIVE,4091002,94108,01/27/2020,05/29/2020,,JESS BROWN 415-695-7576 & TRI TRAN 408-645-8030,,,6010475.19246,2117223.97315,37.7940838858747,-122.407717780576,POINT (-122.407717780576 37.7940838858747)
20EXC-00508,FILLMORE ST,OFARRELL ST,GEARY BLVD,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,5546000,94115,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6003149.17901,2113637.60886,37.7838238103471,-122.432810213136,POINT (-122.432810213136 37.7838238103471)
20EXC-00508,BLAKE ST,GEARY BLVD,,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,26909000,,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,5997845.1016,2113077.66651,37.7819841020765,-122.451119860158,POINT (-122.451119860158 37.7819841020765)
20EXC-01814,PALOS PL,CRESTLAKE DR,SLOAT BLVD,Excavation,Giron Construction,415-316-5711,SIRP 149 & 151 - Ocean/Forest View/22nd Ave,05/14/2020,ACTIVE,10213000,94132,05/04/2020,12/31/2020,,415-316-5711,Nick Haase,,5987692.95903,2096081.25422,37.734730104077,-122.484993830165,POINT (-122.484993830165 37.734730104077)
20EXC-00508,GEARY BLVD,JORDAN AVE,,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,27223000,,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,5996249.1294,2112912.51214,37.7814391283371,-122.456629210831,POINT (-122.456629210831 37.7814391283371)
20TC-00008,CALIFORNIA ST,06TH AVE,07TH AVE \ CORNWALL ST,TableChair,Ashley's Cafe,(415) 831-6269,"Two (2) Tables and four (4) Chairs occupying approximately 27 sq. ft. in the public right-of-way on 7TH ST and two (2) Tables and four (4) Chairs occupying approximately 42 sq. ft. in the public right-of-way on CALIFORNIA ST at 4454 CALIFORNIA ST Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday between the hours of 6:00 AM and 7:00 PM.",01/08/2020,APPROVED,3582000,94118,01/16/2020,01/15/2021,4454 CALIFORNIA ST,Refer to Agent,,,5993721.34296,2114278.24642,37.7850436072562,-122.465473301403,POINT (-122.465473301403 37.7850436072562)
20EXC-01117,ORTEGA ST,26TH AVE,27TH AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,10014000,94122,05/01/2020,10/08/2021,,415 919 8065,,,5988004.06456,2102372.31631,37.752021814954,-122.484379503565,POINT (-122.484379503565 37.752021814954)
19EXC-06897,GLADEVIEW WAY,OLYMPIA WAY,,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,32963000,,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5997775.84292,2101887.33877,37.7512543460938,-122.450552462666,POINT (-122.450552462666 37.7512543460938)
19WR-00228,15TH ST,NATOMA ST,CAPP ST,Wireless,ExteNet Systems (California) LLC,415-377-7826,,04/24/2020,APPROVED,648000,94103,04/24/2020,01/31/2031,1540 15TH ST,"Dan Steplight, 707-761-5795",,,6007125.2739,2107384.56048,37.7668791420183,-122.418610804773,POINT (-122.418610804773 37.7668791420183)
19D-00280,POWELL ST,OFARRELL ST,GEARY ST,Display,Union Square 4K,408-429-5959,"Permitted display of RETAIL MERCHANDISE in the public right-of-way on 245 POWELL ST between the hours of 8:00 AM and 9:00 PM Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.",01/06/2020,APPROVED,10677000,94108,01/06/2020,06/15/2020,245 POWELL ST,408-429-5959,Ariel Garcia,,6010260.19414,2114626.36949,37.7869394531744,-122.40827840199,POINT (-122.40827840199 37.7869394531744)
20SSP-00051,TAPIA DR,ARBALLO DR \ FONT BLVD,HOLLOWAY AVE,StreetSpace,McCarthy Building Co,510-394-6455,,04/14/2020,ACTIVE,12375000,94132,04/22/2020,10/22/2020,610 FONT BLVD,510-603-0615,Anthony Alonzo,,5988648.38271,2091224.73158,37.7214509388366,-122.481335110226,POINT (-122.481335110226 37.7214509388366)
20EXC-01780,CESAR CHAVEZ ST,SHOTWELL ST,SOUTH VAN NESS AVE,Excavation,Pacific Gas & Electric,415-695-3500,3250 Cesar Chavez,05/01/2020,APPROVED,2487101,94110,05/11/2020,06/08/2020,,4156953500,,,6007916.77284,2100552.17292,37.7481634987262,-122.415389386411,POINT (-122.415389386411 37.7481634987262)
19MFF-00056,EVANS AVE,RANKIN ST,SELBY ST,FoodFac,Park's Catering,(408) 206-1105,,07/10/2019,APPROVED,5337000,94124,07/10/2019,07/15/2020,,Refer to Agent,,,6014416.39144,2099439.98811,37.7454728422407,-122.392835944965,POINT (-122.392835944965 37.7454728422407)
19EXC-06897,KNOLLVIEW WAY,OLYMPIA WAY,PANORAMA DR,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,7906000,94131,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5997655.33602,2102124.38998,37.7518983318267,-122.450986278848,POINT (-122.450986278848 37.7518983318267)
19EXC-06897,CENTRAL AVE,MCALLISTER ST,,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,26373000,,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,true,5999584.93393,2111210.81083,37.7769576538684,-122.44496661507,POINT (-122.44496661507 37.7769576538684)
20IE-00120,08TH AVE,CALIFORNIA ST,CLEMENT ST,StrtImprov,SF Garage Co.,(415) 826-0606,Remove the existing curb cut and replace with standard curb per City standard.,02/18/2020,APPROVED,388000,94118,,08/18/2020,266 08TH AVE,415-826-0606,,,5993426.6845,2113732.38112,37.7835278114097,-122.46645303006,POINT (-122.46645303006 37.7835278114097)
19D-00250,MISSION ST,EXCELSIOR AVE,SANTA ROSA AVE,Display,"Casa Lucaz #3, Inc.",415-334-9747,"Permitted display of FRUITS AND VEGETABLES in the public right-of-way on 4555 MISSION ST between the hours of 7:00 AM and 7:00 PM Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday.",11/07/2019,APPROVED,9161000,94112,11/16/2019,11/15/2020,4555 MISSION ST,(415)334-9747,Leah Lintz,,6002335.00051,2092348.01483,37.7253214666398,-122.43410455483,POINT (-122.43410455483 37.7253214666398)
19EXC-07069,CLAY ST,STOCKTON ST,JOICE ST,Excavation,Pacific Gas & Electric,(925) 588-3241,Chinatown CTS Stockton and Clay,12/26/2019,ACTIVE,4092000,94108,01/27/2020,05/29/2020,,Tri Tran,Rich Rozzi,,6010303.01831,2117199.95907,37.7940083092801,-122.408311829361,POINT (-122.408311829361 37.7940083092801)
20SSP-00080,FILBERT ST,KEARNY ST,GENOA PL,StreetSpace,E.F. Brett & Company,415-524-8351,,04/21/2020,APPROVED,5495000,94133,05/04/2020,08/04/2020,420 FILBERT ST,415-524-8351,,,6010838.50963,2120037.33273,37.8018290187031,-122.406659013851,POINT (-122.406659013851 37.8018290187031)
19EXC-06897,GLADEVIEW WAY,OLYMPIA WAY,PANORAMA DR,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,6211000,94131,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5997811.47603,2102154.01202,37.7519886043274,-122.450448462523,POINT (-122.450448462523 37.7519886043274)
20EXC-01475,PIERCE ST,POST ST,SUTTER ST,Excavation,Hernandez Engineering,4156065694,WD-2819 As-Needed Water Main Replacement,04/20/2020,APPROVED,10430000,94115,04/22/2020,06/30/2020,,Refer to Agent,,,6002104.22867,2114161.11773,37.7852019117412,-122.436462827266,POINT (-122.436462827266 37.7852019117412)
19IE-00529,FILBERT ST,SCOTT ST,DIVISADERO ST,StrtImprov,Carranza Group LP,925-570-0572,"Install one (1) new curb cut and reconstruct sidewalk, curb, and gutter per the approved plan and as directed by the Public Works inspector.",01/07/2020,ACTIVE,5525000,94123,,11/25/2021,2582 FILBERT ST,Refer to Agent,George Shami,,6000594.0596,2118607.78607,37.7973253737373,-122.44200681525,POINT (-122.44200681525 37.7973253737373)
19MFF-00052,23RD ST,END,ILLINOIS ST,FoodFac,Anas Goodies Catering,650-278-0401,,01/22/2020,APPROVED,1232000,94107,01/22/2020,07/15/2020,,Ana Goulart: 650-278-0401,,,6016756.00456,2103071.86434,37.7555748941461,-122.384998845694,POINT (-122.384998845694 37.7555748941461)
20EXC-01117,23RD AVE,TARAVAL ST,ULLOA ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,1227000,94116,05/01/2020,10/08/2021,,415 919 8065,,,5989217.43077,2098670.57365,37.7419283829309,-122.479912690625,POINT (-122.479912690625 37.7419283829309)
20EXC-00508,DIVISADERO ST,GEARY BLVD,,Excavation,"Esquivel Grading & Paving, Inc.",415-468 5700,Geary Rapid West of Van Ness Surface Contract,05/14/2020,APPROVED,26621000,,05/07/2020,10/29/2021,,415-468 5700  8:00am to 5:00 pm,,,6001218.11054,2113489.8804,37.7833084741023,-122.439480381223,POINT (-122.439480381223 37.7833084741023)
20EXC-01117,PACHECO ST,18TH AVE,19TH AVE,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,10094000,94116,05/01/2020,10/08/2021,,415 919 8065,,,5990514.45208,2101777.57506,37.7505346699812,-122.475654881479,POINT (-122.475654881479 37.7505346699812)
19EXC-06897,25TH AVE,GEARY BLVD,ANZA ST,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,1376000,94121,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5988131.21023,2112242.19555,37.779129194913,-122.484663748546,POINT (-122.484663748546 37.779129194913)
19EXC-06897,CENTRAL AVE,PAGE ST,,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,26324000,,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,true,5999869.23692,2109165.54657,37.7713580994458,-122.443836148578,POINT (-122.443836148578 37.7713580994458)
20EXC-01117,24TH AVE,ORTEGA ST,,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,27380000,,05/01/2020,10/08/2021,,415 919 8065,,true,5988778.86597,2102398.93565,37.7521399902582,-122.481702107801,POINT (-122.481702107801 37.7521399902582)
16WR-0044,BATTERY ST,PINE ST,CALIFORNIA ST,Wireless,T-Mobile,415-722-1183,,11/15/2016,APPROVED,2753000,94111,11/15/2016,08/31/2027,100 BATTERY ST,Refer to Agent,,,6012793.11001,2116599.28057,37.7924981113942,-122.399653608784,POINT (-122.399653608784 37.7924981113942)
19MFF-00054,BROADWAY,POWELL ST \ ROBERT C LEVY TUNL,MASON ST,FoodFac,Mike's Catering,415-531-1048,,07/10/2019,APPROVED,3157000,94133,07/10/2019,07/15/2020,,415-531-1048,,,6009530.07508,2118420.3468,37.797315882479,-122.411072544086,POINT (-122.411072544086 37.797315882479)
19EXC-06461,SICKLES AVE,ACTON ST \ MISSION ST,HURON AVE,Excavation,Bay Area Lightworks,415-822-2336,"Walkfirst Pedestrian Countdown Signals No. 1, Contract No. 2823J",02/11/2020,APPROVED,11866000,94112,02/14/2020,11/29/2020,,"Bay Area Lightworks, Inc. 415-822-2336",Ben Wu,,5996749.64798,2086505.18086,37.7089598312008,-122.452990915854,POINT (-122.452990915854 37.7089598312008)
20D-00006,CLEMENT ST,08TH AVE,09TH AVE,Display,RICHMOND NEW MAY WAH SUPERMARKET,,FRUITS AND VEGETABLES WITH NON-FOOD MERCHANDISES…,01/06/2020,APPROVED,4157000,94118,01/16/2020,01/15/2021,707 CLEMENT ST,Refer to Agent,,,5993307.01447,2113431.98802,37.7826961077356,-122.466845194144,POINT (-122.466845194144 37.7826961077356)
19EXC-06897,PAGE ST,CENTRAL AVE,MASONIC AVE,Excavation,K.J. Woods Construction,415-758-8512,Various Locations Pavement Renovation No.35 and Sewer Replacement,01/08/2020,APPROVED,10183000,94117,01/09/2020,02/04/2021,,415-758-8512,Ben Leung,,5999622.91737,2109131.29955,37.7712500128117,-122.444685714524,POINT (-122.444685714524 37.7712500128117)
20EXC-01341,CAMPBELL AVE,SOMERSET ST,HOLYOKE ST,Excavation,Pacific Gas & Electric,510-210-2814,311 Campbell Ave - Install Gas Service,03/31/2020,APPROVED,3641000,94134,04/27/2020,05/25/2020,,415-695-3500,,,6011241.0083,2088219.12448,37.7144858107638,-122.403026879638,POINT (-122.403026879638 37.7144858107638)
20SSP-00086,WALLER ST,MASONIC AVE,DELMAR ST,StreetSpace,Guilfoyle Construction,707 322 7261,,04/21/2020,APPROVED,13373000,94117,04/27/2020,06/27/2020,1354 WALLER ST,707 322 7261,Obrian Buchanan,,5999203.01613,2108418.09778,37.7692677710717,-122.446086856912,POINT (-122.446086856912 37.7692677710717)
20EXC-01117,23RD AVE,ULLOA ST,VICENTE ST,Excavation,"D'Arcy and Harty Construction,Inc.",415 559 3325,SUNSET AND PARKSIDE STREETS PAVEMENTRENOVATION. AND SEWER REPLACEMENT,04/28/2020,APPROVED,1228000,94116,05/01/2020,10/08/2021,,415 919 8065,,,5989240.56677,2097991.63202,37.7400655301133,-122.479783025458,POINT (-122.479783025458 37.7400655301133)
